File,Major_code,Major,Major_category,Total,Employed,Employed_full_time_year_round,Unemployed,Unemployment_rate,Median,P25th,P75th,Rank,Men,Women,ShareWomen,Sample_size,Full_time,Part_time,Full_time_year_round,College_jobs,Non_college_jobs,Low_wage_jobs
recent-grads.csv,1106,SOIL SCIENCE,Agriculture & Natural Resources,685,613,,0,0,35000,18500,44000,113,476,209,0.305109489,4,488,185,383,355,144,0
recent-grads.csv,2300,GENERAL EDUCATION,Education,143718,118241,,7195,0.057359929,34000,26000,41000,114,26893,116825,0.812876606,919,98408,29558,73531,82007,31112,11443
recent-grads.csv,6402,HISTORY,Humanities & Liberal Arts,141951,105646,,11176,0.095666912,34000,25000,47000,115,78253,63698,0.448732309,1058,84681,40657,59218,35336,54569,16839
recent-grads.csv,2602,FRENCH GERMAN LATIN AND OTHER COMMON FOREIGN LANGUAGE STUDIES,Humanities & Liberal Arts,48246,38315,,3132,0.075566386,34000,25000,45000,116,12835,35411,0.733967583,342,29340,14569,20056,15051,18193,5267
recent-grads.csv,4001,INTERCULTURAL AND INTERNATIONAL STUDIES,Humanities & Liberal Arts,24650,18824,,1718,0.083633531,34000,24000,45000,117,8575,16075,0.652129817,184,14354,7978,8801,4956,10343,3168
recent-grads.csv,2311,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,Education,20198,17700,,1012,0.054082941,34000,23050,42000,118,9950,10248,0.507376968,157,14002,5168,8871,10928,5561,1806
recent-grads.csv,6110,COMMUNITY AND PUBLIC HEALTH,Health,19735,14512,,1833,0.112144387,34000,21000,45000,119,4103,15632,0.792095262,130,10099,6377,7460,5225,7385,1854
recent-grads.csv,2305,MATHEMATICS TEACHER EDUCATION,Education,14237,13115,,216,0.016202835,34000,30000,40000,120,3872,10365,0.728032591,123,11259,2273,8073,10699,1977,786
recent-grads.csv,2301,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Education,804,703,,0,0,34000,29000,35000,121,280,524,0.651741294,5,733,0,504,346,206,111
recent-grads.csv,6106,HEALTH AND MEDICAL PREPARATORY PROGRAMS,Health,12740,7052,,529,0.069779712,33500,23000,40000,122,5521,7219,0.566640502,31,5029,3891,3236,3051,3539,1159
recent-grads.csv,3699,MISCELLANEOUS BIOLOGY,Biology & Life Science,10706,7767,,483,0.058545455,33500,23000,48000,123,4747,5959,0.556603774,63,6076,2568,4542,4253,2722,459
recent-grads.csv,3600,BIOLOGY,Biology & Life Science,280709,182295,,13874,0.070724732,33400,24000,45000,124,111762,168947,0.601858152,1370,144512,72371,100336,88232,81109,28339
recent-grads.csv,5507,SOCIOLOGY,Social Science,115433,92721,,8608,0.084951001,33000,25000,44000,125,32510,82923,0.718364766,1024,73475,29639,56561,29051,48899,13748
recent-grads.csv,1903,MASS MEDIA,Communications & Journalism,52824,44679,,4410,0.089836827,33000,25000,45000,126,24704,28120,0.532333788,590,35769,13078,27521,12855,25297,6429
recent-grads.csv,6109,TREATMENT THERAPY PROFESSIONS,Health,48491,37861,,2409,0.059821207,33000,24000,41000,127,13487,35004,0.721865913,224,30020,12346,21735,22215,14616,4468
recent-grads.csv,6211,HOSPITALITY MANAGEMENT,Business,43647,36728,,2393,0.061169193,33000,25000,42000,128,15204,28443,0.651659908,546,32160,7494,23106,2325,23341,9063
recent-grads.csv,2313,LANGUAGE AND DRAMA EDUCATION,Education,30471,26033,,1379,0.050306435,33000,24000,40000,129,3741,26730,0.877227528,235,21419,7239,15266,17985,6824,2819
recent-grads.csv,2601,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,Humanities & Liberal Arts,16601,11165,,1302,0.10443571,33000,25000,40000,130,4416,12185,0.733991928,88,8462,4831,5821,4122,5695,2085
recent-grads.csv,2399,MISCELLANEOUS EDUCATION,Education,10150,8691,,547,0.059211951,33000,30000,45000,131,3654,6496,0.64,126,7264,2202,5816,5284,2438,657
recent-grads.csv,4007,INTERDISCIPLINARY SOCIAL SCIENCES,Social Science,9916,7444,,757,0.092305816,33000,24000,40000,132,2337,7579,0.76432029,95,5843,2834,4714,2630,3906,1470
recent-grads.csv,3604,ECOLOGY,Biology & Life Science,9154,7585,,437,0.054475193,33000,23000,42000,133,3878,5276,0.576360061,86,5603,2741,3912,2856,4159,976
recent-grads.csv,2309,SECONDARY TEACHER EDUCATION,Education,17125,15116,,833,0.05222898,32500,25000,38000,134,6820,10305,0.601751825,156,12520,3782,9193,10304,3967,1385
recent-grads.csv,6100,GENERAL MEDICAL AND HEALTH SERVICES,Health,33599,24406,,2183,0.082101621,32400,25000,45000,135,7574,26025,0.774576624,202,18166,11088,12809,9364,12889,3816
recent-grads.csv,4801,PHILOSOPHY AND RELIGIOUS STUDIES,Humanities & Liberal Arts,54814,40157,,4267,0.096051684,32200,23000,47100,136,31967,22847,0.416809574,375,31086,16659,21816,14444,20313,8051
recent-grads.csv,2314,ART AND MUSIC EDUCATION,Education,34181,30007,,1206,0.038637747,32100,25000,40000,137,10732,23449,0.6860244,338,23018,9209,16537,20821,8260,2767
recent-grads.csv,3301,ENGLISH LANGUAGE AND LITERATURE,Humanities & Liberal Arts,194673,149180,,14345,0.08772359,32000,23000,41000,138,58227,136446,0.70089843,1436,114386,57825,81180,57690,71827,26503
recent-grads.csv,2304,ELEMENTARY EDUCATION,Education,170862,149339,,7297,0.046585715,32000,23400,38000,139,13029,157833,0.923745479,1629,123177,37965,86540,108085,36972,11502
